FBGN_BAIT	FBGN_INTERACTOR	OVERALL_SAINT_PROB	BAITS_TOTAL	SAMPLES	TOTAL_SPECTRALCOUNT	AVE_SPECTRALCOUNT_TOTNORM	AVE_SPECTRALCOUNT_BAITNORM	CONDITIONS_ISOLATED	SAINT_TIME_0	SAINT_TIME_I10	SAINT_TIME_S10	DYNAMICS_PROB_I10_OVER_0	DYNAMICS_PROB_S10_OVER_0	DYNAMICS_PROB_I10_OVER_S10	DYNAMIC_CONDITION	CONTROL_SAMPLES	CONTROL_TOTAL_SPECTRALCOUNT	AVE_SPECTRALCOUNT_TOTNORM_CONT	INTERACTION_DETECT_METHODS	REFERENCE	DATE1	DATA_VERSION	SYMBOL_BAIT	SYMBOL_INTERACTOR	DATE_LAST_UPDATED	INTERACTION_TYPE	PUBMEDURL
FBgn0010269	FBgn0020633	0.849657338	6	3	18	0.005065629	0.067027773	BI	0.66	0		0.66	0.66	0		1	1	0.000813008	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Dsor1	Mcm7	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0286070	FBgn0003517	0.845235495	15	3	9	0.007428076	0.039392552	BI	0	0.66		0.66	0	0.66		7	24	0.013818843	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	cnk	sta	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0286070	FBgn0027598	0.865752847	14	4	13	0.00848697	0.043305512	BI	0.68	0.1		0.644	0.68	0.1		3	11	0.004094976	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	cnk	cindr	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0010269	FBgn0030136	0.831969966	14	3	9	0.002577096	0.093721094	BI	0	0.63		0.63	0	0.63		5	10	0.008550842	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Dsor1	RpS28b	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0004638	FBgn0031799	0.956	5	5	20	0.004778492	0.031741942	BIS	0.46	0.91	0	0.5328	0.46	0.91		1	2	0.001626016	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	drk	Pez	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0004638	FBgn0261461	0.999439	11	6	12	0.002877116	0.018068979	BIS	0.98	0.48	0.88	0.5192	0.1352	0.5152		1	2	0.002557545	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	drk	RhoGAP18B	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0004638	FBgn0027598	0.9812	14	6	53	0.011065746	0.076127902	BIS	0.97	0.56	0	0.4436	0.97	0.56		3	11	0.004094976	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	drk	cindr	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0010269	FBgn0267385	0.993278799	13	4	47	0.010079442	0.175327985	BI	0.6	0.97		0.406	0.6	0.97		1	6	0.004878049	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Dsor1	PyK	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0004638	FBgn0010909	0.99363	14	6	125	0.02617006	0.169529454	BIS	0.98	0.69	0.07	0.3176	0.9128	0.6634		5	22	0.0064668	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	drk	msn	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0010269	FBgn0004907	0.995931904	12	4	14	0.002952442	0.096213547	BI	0.75	0.96		0.27	0.75	0.96					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Dsor1	14-3-3zeta	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0016794	FBgn0015296	0.99983	3	7	35	0.009164333	0.069790587	BIS	0.98	0.82	0.95	0.1928	0.068	0.212					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	dos	Shc	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0016794	FBgn0033264	0.9575	14	6	12	0.002898038	0.033294609	BIS	0	0.16	0.94	0.16	0.94	0.7992		3	6	0.002310268	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	dos	Nup50	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0004638	FBgn0027561	1	1	6	55	0.012583223	0.078924269	BIS	0.88	0.97	1	0.1428	0.12	0.03		1	1	0.000813008	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	drk	CG18659	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0010269	FBgn0038145	0.998806102	12	4	25	0.005319402	0.089470672	BI	0.98	0.89		0.1256	0.98	0.89	S10 and I10/S10	1	2	0.001745201	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Dsor1	Droj2	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0004638	FBgn0040080	0.998398	14	6	36	0.008210625	0.054499675	BIS	0.98	0.95	0.11	0.068	0.8744	0.851	S10 and I10/S10	3	6	0.002410743	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	drk	pins	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0004907	0.999995	12	9	98	0.017493468	0.188590396	BIS	0.96	0.98	0.99	0.0584	0.0492	0.0296					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	14-3-3zeta	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0004638	FBgn0030993	0.999988	11	6	65	0.014569415	0.097056786	BIS	0.96	1	0.98	0.04	0.0584	0.02		2	5	0.002092113	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	drk	Mec2	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0016794	FBgn0033235	0.999998	1	7	44	0.008534684	0.097499768	BIS	0.98	0.99	0.97	0.0296	0.0488	0.0394					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	dos	CG8728	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0015245	1	8	9	182	0.034835697	0.382969765	BIS	0.98	1	1	0.02	0.02	0					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	Hsp60A	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0015402	FBgn0286070	1	3	5	85	0.033078908	0.374199535	BI	0.99	1		0.01	0.99	1	S10 and I10/S10				MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	ksr	cnk	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0016794	FBgn0000382	1	6	7	101	0.025138546	0.228755612	BIS	1	0.99	1	0.01	0	0.01					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	dos	csw	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0000382	FBgn0033264	0.97	14	3	5	0.003611231	0.045206482	BS	0		0.96	0	0.96	0.96		3	6	0.002310268	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	csw	Nup50	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0003676	0.94	14	7	31	0.00531472	0.066162054	BIS	0	0	0.93	0	0.93	0.93	S10 and I10/S10	2	6	0.005100005	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	CCT1	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0003890	0.96	14	6	32	0.006045657	0.07049621	BIS	0	0	0.94	0	0.94	0.94	S10 and I10/S10	2	4	0.001858898	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	betaTub97EF	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0003942	0.89	3	1	2	0.001628664	0.025316456	S			0.91	0	0.91	0.91		1	1	0.001278772	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	RpS27A	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0010269	0.93	3	5	16	0.003011422	0.036352616	BIS	0	0	0.93	0	0.93	0.93	S10 and I10/S10	1	1	0.006134969	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	Dsor1	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0010488	0.9	5	1	3	0.002442997	0.037974684	S			0.91	0	0.91	0.91					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	NAT1	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0013276	0.88	10	2	3	0.00310791	0.030515371	BS			0.85	0	0.85	0.85		1	5	0.030674847	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	Hsp70Ab	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0017581	0.89	3	2	5	0.002249739	0.025158228	BS	0		0.88	0	0.88	0.88					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	Lk6	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0024364	0.87	6	1	2	0.001628664	0.025316456	S			0.85	0	0.85	0.85		1	2	0.003868472	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	CG11417	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0025790	0.87	8	2	3	0.001331395	0.017812867	IS			0.85	0	0.85	0.85		1	3	0.005802708	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	TBPH	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0028684	0.87	3	2	4	0.001690756	0.024706421	BS	0		0.85	0	0.85	0.85					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	Rpt5	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0028687	0.95	9	5	19	0.003752622	0.047478378	BIS	0	0	0.95	0	0.95	0.95	S10 and I10/S10	1	2	0.001626016	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	Rpt1	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0029897	0.89	15	1	2	0.001628664	0.025316456	S			0.9	0	0.9	0.9		3	8	0.004024148	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	RpL17	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0031878	0.9	10	2	4	0.00165971	0.025011438	BS	0		0.9	0	0.9	0.9		1	1	0.002898551	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	sip2	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0035811	0.9	6	6	24	0.00492758	0.060023092	BIS	0	0	0.9	0	0.9	0.9	S10 and I10/S10				MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	CG12262	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0037894	0.93	5	5	34	0.006561002	0.076661503	BIS	0	0	0.9	0	0.9	0.9	S10 and I10/S10				MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	Ranbp9	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0039359	0.94	11	2	4	0.00324579	0.048399106	IS		0	0.94	0	0.94	0.94		3	6	0.003752934	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	RpL27	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0039936	0.91	8	3	8	0.00270279	0.034023834	IS		0	0.92	0	0.92	0.92					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	Gyf	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0042178	0.92	1	3	10	0.002912998	0.038294105	BS	0		0.91	0	0.91	0.91					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	CG32165	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0261597	0.92	12	3	4	0.001154009	0.015232661	BS	0		0.92	0	0.92	0.92		2	3	0.00224589	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	RpS26	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003256	FBgn0004435	0.97	2	1	1	0.010309278	0.04	S			0.98	0	0.98	0.98		1	1	0.01	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	rl	Galphaq	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003256	FBgn0263593	0.98	5	1	1	0.010309278	0.04	S			0.99	0	0.99	0.99		1	1	0.001934236	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	rl	Lpin	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0032393	0.92	5	6	25	0.004481008	0.056793507	BIS	0	0	0.89	0	0.89	0.89	S10 and I10/S10	1	1	0.000813008	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	Nfs1	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003079	FBgn0035608	0.92	5	3	6	0.001797	0.02165021	BIS	0		0.9	0	0.9	0.9		1	1	0.000813008	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Raf	blanks	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0003256	FBgn0266696	0.98	11	2	4	0.017071635	0.065617978	BS	0		0.97	0	0.97	0.97		4	36	0.040816933	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	rl	Svil	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0004638	FBgn0000414	1	1	6	135	0.028723238	0.186528315	BIS	1	1	1	0	0	0					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	drk	Dab	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0004638	FBgn0262614	1	1	6	132	0.028208635	0.191964219	BIS	1	1	0.99	0	0.01	0.01					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	drk	pyd	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0004638	FBgn0016794	1	3	6	229	0.050278096	0.336638499	BIS	1	1	1	0	0	0		1	4	0.009852217	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	drk	dos	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0004638	FBgn0020278	0.99	1	4	25	0.008435034	0.052484442	BIS	0	0	0.97	0	0.97	0.97	S10 and I10/S10	1	3	0.002439024	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	drk	loco	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0016794	FBgn0022985	0.95	8	2	5	0.005498987	0.044353519	S			0.95	0	0.95	0.95		1	2	0.001626016	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	dos	qkr58E-2	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0010269	FBgn0286070	0.986734471	3	3	25	0.007335842	0.092002798	BI	0.95	0		0.95	0.95	0	I10 and S10				MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Dsor1	cnk	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0010269	FBgn0261618	0.969047099	12	3	13	0.003699614	0.134332538	BI	0.95	0		0.95	0.95	0	I10 and S10	2	16	0.007793147	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Dsor1	larp	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0015402	FBgn0032643	0.973468942	4	4	10	0.004093511	0.044536792	BI	0	0.95		0.95	0	0.95					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	ksr	GCS2beta	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0286070	FBgn0263351	0.969047099	2	3	3	0.00261253	0.013263126	BI	0	0.95		0.95	0	0.95					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	cnk	AP-2mu	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0010269	FBgn0038834	0.946937884	7	3	3	0.000858374	0.026510527	BI	0	0.9		0.9	0	0.9		1	1	0.000813008	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Dsor1	RpS30	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0010269	FBgn0032217	0.95578157	2	3	7	0.002002612	0.026429228	BI	0.89	0		0.89	0.89	0					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Dsor1	CG4972	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0016794	FBgn0003360	0.89	15	5	8	0.002138139	0.025616801	BIS	0	0.89	0	0.89	0	0.89		3	11	0.004535592	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	dos	sesB	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0010269	FBgn0027835	0.960203413	6	2	13	0.005566475	0.061447727	B	0.87			0.87	0.87	0	I10 and S10				MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Dsor1	Dp1	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0010269	FBgn0032643	0.951359727	4	3	5	0.001425856	0.01716632	BI	0.87	0		0.87	0.87	0					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	Dsor1	GCS2beta	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0283499	FBgn0086710	0.946937884	11	3	7	0.003671603	0.021912125	BI	0.87	0		0.87	0.87	0		3	5	0.001840642	MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	InR	RpL30	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
FBgn0004638	FBgn0020621	1	1	6	98	0.021924527	0.144499294	BIS	1	0.99	1	0.01	0	0.01					MI:0007(anti tag coimmunoprecipitation)	Friedman et al (2011); PMID:22028469	18-Mar-11	DroID_v2018_08                          	drk	Pkn	28-Aug-18	psi-mi:MI:0915(physical association)                                                                                                                                                                                                                                                                                                                                                                            	https://www.ncbi.nlm.nih.gov/pubmed/?term=22028469
